"x","y","path","block_id","ring","segment"
6.561798,-1.582817,12,459,7,21
6.575178,-1.526281,13,459,7,21
6.588071,-1.469632,14,459,7,21
6.600476,-1.412874,15,459,7,21
6.612392,-1.356011,16,459,7,21
6.623819,-1.299048,17,459,7,21
6.634754,-1.241989,18,459,7,21
6.645198,-1.184838,19,459,7,21
6.65515,-1.127598,20,459,7,21
6.664609,-1.070276,21,459,7,21
6.673574,-1.012874,22,459,7,21
6.318768,-1.524194,1,460,7,22
6.305415,-1.578523,2,460,7,22
6.291596,-1.632735,3,460,7,22
6.27731,-1.686827,4,460,7,22
6.262559,-1.740793,5,460,7,22
6.247344,-1.79463,6,460,7,22
6.231666,-1.848335,7,460,7,22
6.215526,-1.901902,8,460,7,22
6.198926,-1.955329,9,460,7,22
6.181867,-2.00861,10,460,7,22
6.16435,-2.061743,11,460,7,22
6.401441,-2.141041,12,460,7,22
6.419631,-2.085865,13,460,7,22
6.437347,-2.030534,14,460,7,22
6.454585,-1.975052,15,460,7,22
6.471345,-1.919425,16,460,7,22
6.487626,-1.863655,17,460,7,22
6.503426,-1.807747,18,460,7,22
6.518745,-1.751705,19,460,7,22
6.53358,-1.695533,20,460,7,22
6.547931,-1.639236,21,460,7,22
6.561798,-1.582817,22,460,7,22
6.16435,-2.061743,1,461,7,23
6.146377,-2.114724,2,461,7,23
6.127947,-2.167547,3,461,7,23
6.109064,-2.22021,4,461,7,23
6.089729,-2.272708,5,461,7,23
6.069942,-2.325039,6,461,7,23
6.049706,-2.377196,7,461,7,23
6.029021,-2.429178,8,461,7,23
6.00789,-2.48098,9,461,7,23
5.986313,-2.532598,10,461,7,23
5.964294,-2.584028,11,461,7,23
6.193689,-2.683414,12,461,7,23
6.216556,-2.630006,13,461,7,23
6.238962,-2.576402,14,461,7,23
6.260906,-2.522608,15,461,7,23
6.282387,-2.468627,16,461,7,23
6.303401,-2.414463,17,461,7,23
6.323949,-2.36012,18,461,7,23
6.344028,-2.305603,19,461,7,23
6.363638,-2.250914,20,461,7,23
6.382776,-2.196059,21,461,7,23
6.401441,-2.141041,22,461,7,23
5.964294,-2.584028,1,462,7,24
5.941832,-2.635267,2,462,7,24
5.91893,-2.686311,3,462,7,24
5.89559,-2.737156,4,462,7,24
5.871813,-2.787798,5,462,7,24
5.847601,-2.838233,6,462,7,24
5.822955,-2.888458,7,462,7,24
5.797879,-2.938469,8,462,7,24
5.772373,-2.988263,9,462,7,24
5.746439,-3.037835,10,462,7,24
5.720079,-3.087182,11,462,7,24
5.940082,-3.20592,12,462,7,24
5.967456,-3.154675,13,462,7,24
5.994387,-3.103196,14,462,7,24
6.020874,-3.051487,15,462,7,24
6.046915,-2.999553,16,462,7,24
6.072508,-2.947396,17,462,7,24
6.097652,-2.895021,18,462,7,24
6.122343,-2.842431,19,462,7,24
6.146581,-2.789631,20,462,7,24
6.170364,-2.736624,21,462,7,24
6.193689,-2.683414,22,462,7,24
5.720079,-3.087182,1,463,7,25
5.693296,-3.1363,2,463,7,25
5.666091,-3.185186,3,463,7,25
5.638466,-3.233836,4,463,7,25
5.610424,-3.282247,5,463,7,25
5.581966,-3.330414,6,463,7,25
5.553094,-3.378335,7,463,7,25
5.523811,-3.426005,8,463,7,25
5.494119,-3.473422,9,463,7,25
5.46402,-3.520581,10,463,7,25
5.433516,-3.567479,11,463,7,25
5.642497,-3.70469,12,463,7,25
5.674174,-3.655988,13,463,7,25
5.705431,-3.607015,14,463,7,25
5.736265,-3.557775,15,463,7,25
5.766675,-3.508271,16,463,7,25
5.796657,-3.458507,17,463,7,25
5.826209,-3.408487,18,463,7,25
5.85533,-3.358215,19,463,7,25
5.884018,-3.307693,20,463,7,25
5.912269,-3.256927,21,463,7,25
5.940082,-3.20592,22,463,7,25
5.433516,-3.567479,1,464,7,26
5.402609,-3.614113,2,464,7,26
5.371302,-3.66048,3,464,7,26
5.339598,-3.706575,4,464,7,26
5.307497,-3.752396,5,464,7,26
5.275004,-3.797938,6,464,7,26
5.24212,-3.843199,7,464,7,26
5.208847,-3.888176,8,464,7,26
5.175189,-3.932864,9,464,7,26
5.141147,-3.977262,10,464,7,26
5.106724,-4.021364,11,464,7,26
5.303137,-4.176032,12,464,7,26
5.338883,-4.130233,13,464,7,26
5.374234,-4.084128,14,464,7,26
5.409187,-4.037721,15,464,7,26
5.44374,-3.991015,16,464,7,26
5.477889,-3.944013,17,464,7,26
5.511632,-3.896718,18,464,7,26
5.544967,-3.849135,19,464,7,26
5.577891,-3.801267,20,464,7,26
5.610402,-3.753118,21,464,7,26
5.642497,-3.70469,22,464,7,26
5.106724,-4.021364,1,465,7,27
5.071923,-4.065169,2,465,7,27
5.036746,-4.108672,3,465,7,27
5.001196,-4.151871,4,465,7,27
4.965276,-4.194763,5,465,7,27
4.928988,-4.237343,6,465,7,27
4.892334,-4.27961,7,465,7,27
4.855319,-4.32156,8,465,7,27
4.817943,-4.36319,9,465,7,27
4.780211,-4.404496,10,465,7,27
4.742124,-4.445476,11,465,7,27
4.924513,-4.616456,12,465,7,27
4.964065,-4.5739,13,465,7,27
5.003249,-4.531005,14,465,7,27
5.042062,-4.487774,15,465,7,27
5.080501,-4.444211,16,465,7,27
5.118564,-4.400318,17,465,7,27
5.156248,-4.3561,18,465,7,27
5.19355,-4.311559,19,465,7,27
5.230467,-4.266698,20,465,7,27
5.266997,-4.221521,21,465,7,27
5.303137,-4.176032,22,465,7,27
4.742124,-4.445476,1,466,7,28
4.703686,-4.486127,2,466,7,28
4.6649,-4.526445,3,466,7,28
4.625768,-4.566429,4,466,7,28
4.586293,-4.606073,5,466,7,28
4.546479,-4.645377,6,466,7,28
4.506328,-4.684336,7,466,7,28
4.465843,-4.722949,8,466,7,28
4.425027,-4.761211,9,466,7,28
4.383884,-4.799121,10,466,7,28
4.342415,-4.836676,11,466,7,28
4.509431,-5.022702,12,466,7,28
4.552494,-4.983703,13,466,7,28
4.595221,-4.944335,14,466,7,28
4.637606,-4.904601,15,466,7,28
4.679648,-4.864503,16,466,7,28
4.721344,-4.824045,17,466,7,28
4.762689,-4.78323,18,466,7,28
4.803682,-4.74206,19,466,7,28
4.844319,-4.70054,20,466,7,28
4.884597,-4.65867,21,466,7,28
4.924513,-4.616456,22,466,7,28
4.342415,-4.836676,1,467,7,29
4.300625,-4.873872,2,467,7,29
4.258516,-4.910707,3,467,7,29
4.216092,-4.947178,4,467,7,29
4.173356,-4.983282,5,467,7,29
4.13031,-5.019018,6,467,7,29
4.086958,-5.054381,7,467,7,29
4.043304,-5.089371,8,467,7,29
3.99935,-5.123983,9,467,7,29
3.9551,-5.158215,10,467,7,29
3.910556,-5.192066,11,467,7,29
4.060962,-5.391761,12,467,7,29
4.107219,-5.356608,13,467,7,29
4.153171,-5.321059,14,467,7,29
4.198816,-5.285116,15,467,7,29
4.244149,-5.248781,16,467,7,29
4.289168,-5.212057,17,467,7,29
4.333869,-5.174947,18,467,7,29
4.37825,-5.137454,19,467,7,29
4.422305,-5.09958,20,467,7,29
4.466034,-5.061328,21,467,7,29
4.509431,-5.022702,22,467,7,29
3.910556,-5.192066,1,468,7,30
3.865723,-5.225532,2,468,7,30
3.820604,-5.25861,3,468,7,30
3.775202,-5.2913,4,468,7,30
3.72952,-5.323597,5,468,7,30
3.683561,-5.3555,6,468,7,30
3.63733,-5.387006,7,468,7,30
3.59083,-5.418113,8,468,7,30
3.544063,-5.448818,9,468,7,30
3.497034,-5.47912,10,468,7,30
3.449745,-5.509016,11,468,7,30
3.582428,-5.720901,12,468,7,30
3.631535,-5.689855,13,468,7,30
3.680373,-5.658388,14,468,7,30
3.728938,-5.626501,15,468,7,30
3.777228,-5.594198,16,468,7,30
3.825237,-5.56148,17,468,7,30
3.872963,-5.52835,18,468,7,30
3.920402,-5.494811,19,468,7,30
3.96755,-5.460865,20,468,7,30
4.014405,-5.426514,21,468,7,30
4.060962,-5.391761,22,468,7,30
3.449745,-5.509016,1,469,7,31
3.402201,-5.538504,2,469,7,31
3.354406,-5.567581,3,469,7,31
3.306361,-5.596247,4,469,7,31
3.258072,-5.624497,5,469,7,31
3.209541,-5.652331,6,469,7,31
3.160773,-5.679746,7,469,7,31
3.11177,-5.706741,8,469,7,31
3.062537,-5.733312,9,469,7,31
3.013077,-5.759459,10,469,7,31
2.963394,-5.785179,11,469,7,31
3.07737,-6.007686,12,469,7,31
3.128964,-5.980977,13,469,7,31
3.180327,-5.953824,14,469,7,31
3.231453,-5.926231,15,469,7,31
3.282341,-5.898198,16,469,7,31
3.332985,-5.869728,17,469,7,31
